Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
111769.0,-1.76067171516873,1.1959531944563,-0.829503202970026,-1.53753679912828,2.69597439344744,3.66393883966364,0.117056934580893,1.11608039165316,-0.262895638881277,-0.515500048724046,-0.286481333046165,0.158643610775978,-0.359546733748042,0.542449380975957,0.417660148293192,-0.711734615377537,0.0151563194003519,-0.590747236256751,0.658154415473688,-0.229391633989794,-0.116939624544258,-0.7537084061235,-0.254028797487514,0.684130362249105,0.665852787592672,-0.387514317936819,-0.904246256845605,0.0402686193613263,6.81,0
55821.0,-1.4740188277418,1.7858977033341,1.37789189311175,-0.117006459161078,-0.223549792122658,-0.439301307232563,0.122994498702286,-1.56839010307883,-0.0761504586515718,0.375728922305196,0.512530345403142,0.931190865078483,0.955607101954397,-0.100280825190306,0.94307391623244,-0.327269262151874,0.12559403841454,-1.1144511817193,-0.641277413643266,0.0238089243709753,1.30635424160556,-0.861232315674627,0.295981965154194,0.582274171180768,-0.161837022888194,0.0867133675729727,0.577302249720616,0.271500644434961,5.99,0
133606.0,-0.407347911449524,0.820792570071054,-0.217682935456504,-0.16958445261377,1.08343869344426,-1.4581048536105,1.30848600141093,-0.567571392474729,0.0503143749874594,-0.568860498235676,-0.340496440943411,-0.189687169147392,0.343520284057746,-1.23780764392523,0.705521087986738,-0.0959264388136267,0.397521056184482,0.689528338345769,-0.111647566312869,0.118221425685941,0.237062685128356,1.14824454095903,-0.0462355287609519,-0.0147740182987801,-0.382498960289062,-0.179341050753557,0.209380176906297,0.0812940654261028,25.89,0
70206.0,1.2172921944711,0.614667517420866,-0.476507951505904,1.16524287687422,0.239201346547585,-0.748422548148296,0.154003009984543,-0.0370577319166281,-0.220713368156614,-0.491395474420558,1.40860523616898,0.087415381395891,-0.796177328412957,-1.01812897437395,0.490790112998591,0.921749960898074,0.564907322543157,1.2820054329305,-0.207464542382111,-0.121760582979367,-0.0457661991724984,-0.128089987484135,-0.16808211530812,-0.149583022703851,0.680813833692365,-0.322120563072582,0.0263616143436696,0.0424712090396943,1.0,0
112279.0,-0.0705225227207598,1.13308447290776,-0.558460964236585,-0.645310272981568,1.22251374179368,-0.742756167650874,1.16090078350699,-0.0978026124740039,-0.188534052278182,-0.914839691881711,-0.961105499068896,-0.695227103961295,-0.785687479967532,-0.850680783420515,-0.157010279415705,0.197462447168645,0.549923359476932,-0.0522008090011426,-0.163226301340487,-0.002232365373818,-0.242868510145265,-0.56437526652143,-0.132876115481985,0.313172198952066,-0.0399278941039276,0.339532979363786,0.229490774665899,0.115727091060174,2.32,0
66458.0,-2.28581442732906,2.28237867816655,0.174705033964873,-0.0418469697261185,-0.805990050043007,-0.827492848461615,-0.10383903261618,0.77840931439865,0.105684280025901,0.360254623117324,0.0909842324947137,0.404084940578387,0.073235271082278,-0.0820033422155951,1.1381502173974,0.140439633524914,0.692442969682429,-0.686323843857948,-0.661928458897613,0.159939171448561,-0.156396668041902,-0.624472722417047,0.181315456965217,0.333534549084512,-0.131554992417991,0.0461577114642472,-0.231413691421588,0.184985250626268,12.99,0
144519.0,2.0556183321953,0.682945750728604,-3.15016591134956,0.597499996970405,1.36769147794873,-1.24972376874738,0.746881721702827,-0.347441880394874,-0.323332285677019,-0.901914699573206,1.91236708857043,0.693447865787862,0.237617776390232,-2.32518480133235,-0.716571402835225,0.429765771573744,1.96358724752832,0.877313991878069,-0.101360353084873,-0.0874189920654619,-0.0037183838081795,0.193650811040067,-0.0507389291537546,0.550247081026189,0.370734586758526,0.662582370994492,-0.0785662302371669,-0.0220279190992459,0.76,0
78311.0,-0.805616611327124,0.999329933796317,-0.362907607751505,0.816663230380828,0.646733152777919,-0.353397814967427,0.372215558668864,0.38362207269199,-0.756660828236234,0.359058563321515,0.965277202308344,0.773205481093712,-0.0154583880541441,0.930745687833356,0.254910718040423,-0.430519868529952,-0.0977591368407432,0.0605903521659713,0.486908876328674,-0.273132982278802,0.203681837466435,0.805633151031229,0.384452549698615,-0.296134813557331,-0.680606529850506,-0.385997296721794,0.152748956679804,0.0826314898488715,0.89,0
43081.0,0.89867165703334,-0.575137510623192,1.01017269690152,1.6908936123116,-0.698218710899672,0.840010967045367,-0.425717352707758,0.152925745099496,1.26685003086217,-0.485146338396789,-1.8888792619413,1.34047248738186,1.37352631328585,-1.2066991462782,-1.88632334785768,-0.520497576289299,0.0390535333778116,-0.495278761214473,0.646253805020345,0.229742602049066,-0.241410496059343,-0.468090555639914,-0.252359658724371,-0.39484242575931,0.631623545633865,-0.376143363401925,0.070880822060481,0.053763024413965,150.0,0
46259.0,-0.778020440671134,1.11982041680544,1.8274952034746,3.55460153892027,-0.602588407466507,0.548214578159996,-0.0185877349089176,0.651024813384155,-1.30524916836723,0.389240707349728,-0.568124961364594,-0.249256905393967,-0.609455635121107,0.456643316871237,0.743422155924538,-0.948162357485797,1.24228158730586,-0.635104705425837,1.38833981511729,0.167008885001011,-0.0572394513552451,-0.258476497822407,0.212180870768157,0.370138838390643,-0.491912855797293,0.14928475339499,0.0376416947426228,0.0597065226785152,63.4,0
